,Year built,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Lot,Half bathrooms,Type_Condo,Type_Multi Family,Type_Multiple Occupancy,Type_Single Family,Type_Townhouse,Cooling_None,Cooling_Other,Cooling_Refrigeration,"Cooling_Refrigerator, Central",Cooling_Wall,City
763,1959.0,349900.0,292.0,349900.0,3.0,2.0,2.0,4250.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
764,1955.0,289900.0,205.0,289900.0,3.0,2.0,2.0,4753.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
765,1921.0,244500.0,,244500.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
766,1964.0,549900.0,,549900.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
767,1969.0,225000.0,250.0,225000.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
768,1925.0,139900.0,200.0,139900.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
769,1928.0,559000.0,206.0,559000.0,4.0,3.0,3.0,3750.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
770,1905.0,331111.0,221.0,331111.0,3.0,2.0,1.0,9748.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
771,1941.0,199900.0,160.0,199900.0,3.0,3.0,2.0,4874.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
772,1927.0,529000.0,153.0,529000.0,5.0,3.0,3.0,4092.0,0,0,0,0,1,0,0,0,0,0,0,Chicago
773,1953.0,140000.0,140.0,140000.0,2.0,1.0,1.0,,0,1,0,0,0,0,1,0,0,0,0,Chicago
774,1952.0,460000.0,170.0,460000.0,3.0,4.0,3.0,3750.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
775,2012.0,615000.0,,615000.0,3.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
776,2014.0,1650000.0,375.0,1650000.0,6.0,5.0,3.0,3123.0,2,0,0,0,1,0,0,0,0,0,0,Chicago
777,1910.0,139999.0,200.0,139999.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
778,2006.0,430000.0,159.0,430000.0,4.0,4.0,3.0,,1,1,0,0,0,0,0,0,0,0,0,Chicago
779,1986.0,839900.0,191.0,839900.0,5.0,4.0,3.0,5357.0,1,0,0,0,1,0,0,0,0,0,0,Chicago
780,1891.0,325000.0,,325000.0,2.0,2.0,2.0,,0,1,0,0,0,0,0,0,0,0,0,Chicago
