,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,Lot,Half bathrooms,City,Lot Temp,sqft
1227,Single Family,2007.0,Forced air,Central,1 space,389990.0,296.0,389990.0,2,2.0,2.0,1601-Miriam-Ave-UNIT-109-Austin-TX-78702,https://www.zillow.com/homedetails/1601-Miriam-Ave-UNIT-109-Austin-TX-78702/83125205_zpid/,2787.0,0,Austin,"['2,787', 'sqft']",1317.5337837837837
1228,Condo,2007.0,"Forced air, Electric",Central,2 spaces,519000.0,440.0,519000.0,2,2.0,2.0,1812-West-Ave-SUITE-407-Austin-TX-78701,https://www.zillow.com/homedetails/1812-West-Ave-SUITE-407-Austin-TX-78701/83825739_zpid/,,0,Austin,,1179.5454545454545
1229,Single Family,2020.0,,None,2 spaces,415995.0,165.0,415995.0,3,3.0,2.0,https:,https://www.zillow.com/community/willow-trace/2079835984_zpid/,,1,Austin,,2521.181818181818
1230,Condo,1981.0,"Forced air, Electric",Central,2 spaces,305000.0,324.0,305000.0,2,3.0,2.0,2215-Post-Rd-APT-1039-Austin-TX-78704,https://www.zillow.com/homedetails/2215-Post-Rd-APT-1039-Austin-TX-78704/29460179_zpid/,,1,Austin,,941.358024691358
1231,Single Family,2008.0,"Forced air, Electric, Gas",Central,2 spaces,1850000.0,563.0,1850000.0,4,5.0,4.0,608-W-Mary-St-Austin-TX-78704,https://www.zillow.com/homedetails/608-W-Mary-St-Austin-TX-78704/29472743_zpid/,7884.0,1,Austin,"['7,884', 'sqft']",3285.968028419183
1232,Single Family,2019.0,"Forced air, Electric, Gas",Central,4 spaces,400000.0,243.0,400000.0,3,2.0,2.0,3307-Brillen-Stone-Ln-Austin-TX-78728,https://www.zillow.com/homedetails/3307-Brillen-Stone-Ln-Austin-TX-78728/2077751017_zpid/,7840.0,0,Austin,"['7,840', 'sqft']",1646.0905349794239
1233,Condo,2018.0,"Electric, Gas",Central,2 spaces,1490000.0,663.0,1490000.0,3,3.0,2.0,1010-W-10th-St-105-Austin-TX-78703,https://www.zillow.com/homedetails/1010-W-10th-St-105-Austin-TX-78703/241933758_zpid/,,1,Austin,,2247.3604826546
1234,Single Family,1935.0,"Forced air, Electric, Gas",Central,6 spaces,2595000.0,676.0,2595000.0,5,4.0,4.0,1304-Northwood-Rd-Austin-TX-78703,https://www.zillow.com/homedetails/1304-Northwood-Rd-Austin-TX-78703/29397813_zpid/,11761.2,0,Austin,"['0.27', 'acres']",3838.757396449704
1235,Single Family,1985.0,"Forced air, Electric, Gas",Central,2 spaces,470000.0,189.0,470000.0,4,3.0,2.0,13116-Kellies-Farm-Ln-Austin-TX-78727,https://www.zillow.com/homedetails/13116-Kellies-Farm-Ln-Austin-TX-78727/29444944_zpid/,12196.8,1,Austin,"['0.28', 'acres']",2486.772486772487
1236,Condo,1981.0,Forced air,Central,2 spaces,290000.0,312.0,290000.0,2,2.0,2.0,2215-Post-Rd-APT-1088-Austin-TX-78704,https://www.zillow.com/homedetails/2215-Post-Rd-APT-1088-Austin-TX-78704/29460224_zpid/,,0,Austin,,929.4871794871794
1237,Single Family,,,None,3 spaces,532990.0,155.0,532990.0,3,3.0,2.0,https:,https://www.zillow.com/community/parten-75s/2079456686_zpid/,,1,Austin,,3438.6451612903224
1238,Single Family,1938.0,"Forced air, Electric, Gas",Central,1 space,399000.0,386.0,399000.0,2,2.0,2.0,602-Brentwood-St-UNIT-A-Austin-TX-78752,https://www.zillow.com/homedetails/602-Brentwood-St-UNIT-A-Austin-TX-78752/2077754276_zpid/,9234.0,0,Austin,"['9,234', 'sqft']",1033.678756476684
1239,Single Family,2020.0,,None,2 spaces,449990.0,266.0,449990.0,3,3.0,2.0,https:,https://www.zillow.com/community/51-east/2081115905_zpid/,,1,Austin,,1691.6917293233082
1240,Single Family,1986.0,Forced air,Central,3 spaces,4650000.0,696.0,4650000.0,6,7.0,5.0,2314-Island-Wood-Rd-Austin-TX-78733,https://www.zillow.com/homedetails/2314-Island-Wood-Rd-Austin-TX-78733/29344928_zpid/,76665.6,2,Austin,"['1.76', 'acres']",6681.0344827586205
1241,Condo,2018.0,Forced air,Central,2 spaces,990000.0,907.0,990000.0,1,2.0,1.0,501-West-Ave-1105-Austin-TX-78701,https://www.zillow.com/homedetails/501-West-Ave-1105-Austin-TX-78701/306644634_zpid/,,1,Austin,,1091.510474090408
1242,Townhouse,,,None,2 spaces,244990.0,193.0,244990.0,3,3.0,2.0,https:,https://www.zillow.com/community/stoney-ridge/2078948256_zpid/,,1,Austin,,1269.3782383419689
1243,Condo,1985.0,"Forced air, Electric",Central,1 space,270000.0,300.0,270000.0,2,2.0,2.0,3204-Manchaca-Rd-APT-116-Austin-TX-78704,https://www.zillow.com/homedetails/3204-Manchaca-Rd-APT-116-Austin-TX-78704/83817134_zpid/,,0,Austin,,900.0
1244,Single Family,,,None,3 spaces,592990.0,177.0,592990.0,4,3.0,3.0,https:,https://www.zillow.com/community/highpointe-80ft-lots/2082357196_zpid/,,0,Austin,,3350.225988700565
1245,Single Family,,,None,3 spaces,550990.0,212.0,550990.0,4,3.0,3.0,https:,https://www.zillow.com/community/parten/2079036311_zpid/,,0,Austin,,2599.009433962264
1246,Single Family,2020.0,,None,2 spaces,303990.0,223.0,303990.0,3,2.0,2.0,https:,https://www.zillow.com/community/pioneer-hill/2082857175_zpid/,,0,Austin,,1363.1838565022422
1247,Single Family,2020.0,,None,2 spaces,319990.0,156.0,319990.0,3,3.0,2.0,https:,https://www.zillow.com/community/easton-park/2080028664_zpid/,,1,Austin,,2051.2179487179487
1248,Single Family,2020.0,,None,2 spaces,1230000.0,376.0,1230000.0,3,4.0,3.0,https:,https://www.zillow.com/community/grove/2079117329_zpid/,,1,Austin,,3271.276595744681
1249,Single Family,2020.0,,None,2 spaces,535990.0,209.0,535990.0,4,3.0,2.0,https:,https://www.zillow.com/community/avana-alviso-50-homesites/2080064432_zpid/,,1,Austin,,2564.5454545454545
1250,Single Family,2007.0,Forced air,Central,2 spaces,750000.0,329.0,750000.0,4,3.0,2.0,1932-Mccloskey-St-Austin-TX-78723,https://www.zillow.com/homedetails/1932-Mccloskey-St-Austin-TX-78723/80098147_zpid/,3310.0,1,Austin,"['3,310', 'sqft']",2279.6352583586627
1251,Single Family,2020.0,,None,2 spaces,425400.0,204.0,425400.0,3,2.0,2.0,https:,https://www.zillow.com/community/easton-park/2081906060_zpid/,,0,Austin,,2085.294117647059
1252,Single Family,,,None,3 spaces,625990.0,193.0,625990.0,4,3.0,3.0,https:,https://www.zillow.com/community/highpointe-90ft-lots/2080078192_zpid/,,0,Austin,,3243.4715025906735
1253,Single Family,2020.0,"Forced air, Electric",Central,2 spaces,675000.0,361.0,675000.0,2,3.0,2.0,1407-2-Greenwood-Ave-Austin-TX-78721,https://www.zillow.com/homedetails/1407-2-Greenwood-Ave-Austin-TX-78721/2077758785_zpid/,11761.2,1,Austin,"['0.27', 'acres']",1869.8060941828255
1254,Single Family,1977.0,Forced air,Central,2 spaces,404290.0,256.0,404290.0,3,2.0,2.0,6208-Cannes-Cir-Austin-TX-78745,https://www.zillow.com/homedetails/6208-Cannes-Cir-Austin-TX-78745/58314629_zpid/,7405.0,0,Austin,"['7,405', 'sqft']",1579.2578125
1255,Single Family,1953.0,"Electric, Gas",None,1 space,715000.0,302.0,715000.0,3,2.0,2.0,3109-Walnut-Ave-1-Austin-TX-78722,https://www.zillow.com/homedetails/3109-Walnut-Ave-1-Austin-TX-78722/2077758992_zpid/,6534.0,0,Austin,"['6,534', 'sqft']",2367.5496688741723
1256,Condo,2020.0,"Forced air, Electric, Gas",Central,2 spaces,700000.0,389.0,700000.0,3,3.0,2.0,1518-Parker-Ln-A-Austin-TX-78741,https://www.zillow.com/homedetails/1518-Parker-Ln-A-Austin-TX-78741/2077760546_zpid/,,1,Austin,,1799.4858611825193
1257,Single Family,2020.0,,None,2 spaces,412990.0,230.0,412990.0,3,3.0,2.0,https:,https://www.zillow.com/community/park-at-51-east/2079152439_zpid/,,1,Austin,,1795.608695652174
1258,Single Family,1955.0,Forced air,Central,2 spaces,380000.0,237.0,380000.0,4,2.0,2.0,1423-Berene-Ave-Austin-TX-78721,https://www.zillow.com/homedetails/1423-Berene-Ave-Austin-TX-78721/29391354_zpid/,7056.0,0,Austin,"['7,056', 'sqft']",1603.3755274261603
1259,Single Family,2020.0,,None,2 spaces,568990.0,195.0,568990.0,4,4.0,3.0,https:,https://www.zillow.com/community/retreat-at-steiner-ranch/2080252910_zpid/,,1,Austin,,2917.897435897436
1260,Condo,2002.0,"Forced air, Electric",Central,1 space,227500.0,191.0,227500.0,3,2.0,2.0,2320-Gracy-Farms-Ln-APT-1321-Austin-TX-78758,https://www.zillow.com/homedetails/2320-Gracy-Farms-Ln-APT-1321-Austin-TX-78758/80087289_zpid/,,0,Austin,,1191.0994764397906
1261,Single Family,2020.0,,None,2 spaces,388990.0,192.0,388990.0,4,3.0,3.0,https:,https://www.zillow.com/community/malone/2084958880_zpid/,,0,Austin,,2025.9895833333333
1262,Condo,1993.0,Forced air,Central,1 space,345000.0,348.0,345000.0,2,2.0,2.0,1741-Spyglass-Dr-APT-200-Austin-TX-78746,https://www.zillow.com/homedetails/1741-Spyglass-Dr-APT-200-Austin-TX-78746/2088945578_zpid/,,0,Austin,,991.3793103448276
1263,Single Family,1990.0,Forced air,Central,4 spaces,432500.0,197.0,432500.0,3,3.0,2.0,6104-La-Naranja-Ln-Austin-TX-78749,https://www.zillow.com/homedetails/6104-La-Naranja-Ln-Austin-TX-78749/29487108_zpid/,5619.0,1,Austin,"['5,619', 'sqft']",2195.431472081218
1264,Single Family,1950.0,"Forced air, Electric, Gas",Central,,900000.0,915.0,900000.0,2,1.0,1.0,1104-Toyath-St-Austin-TX-78703,https://www.zillow.com/homedetails/1104-Toyath-St-Austin-TX-78703/29329924_zpid/,6229.0,0,Austin,"['6,229', 'sqft']",983.6065573770492
1265,Single Family,2001.0,Forced air,Central,4 spaces,325000.0,131.0,325000.0,3,3.0,2.0,11425-Glen-Falloch-Ct-Austin-TX-78754,https://www.zillow.com/homedetails/11425-Glen-Falloch-Ct-Austin-TX-78754/29421918_zpid/,10236.0,1,Austin,"['10,236', 'sqft']",2480.916030534351
1266,Condo,2020.0,Forced air,Central,2 spaces,589000.0,335.0,589000.0,2,2.0,2.0,1322-E-12th-St-302-Austin-TX-78702,https://www.zillow.com/homedetails/1322-E-12th-St-302-Austin-TX-78702/2085300984_zpid/,,0,Austin,,1758.2089552238806
1267,Condo,2016.0,Forced air,Central,2 spaces,659000.0,355.0,659000.0,2,3.0,2.0,404-W-Alpine-Rd-16-Austin-TX-78704,https://www.zillow.com/homedetails/404-W-Alpine-Rd-16-Austin-TX-78704/145657139_zpid/,,1,Austin,,1856.338028169014
1268,Single Family,1952.0,"Forced air, Electric, Gas",Central,2 spaces,1495000.0,527.0,1495000.0,4,3.0,3.0,3414-Spanish-Oak-Dr-Austin-TX-78731,https://www.zillow.com/homedetails/3414-Spanish-Oak-Dr-Austin-TX-78731/29343177_zpid/,14810.4,0,Austin,"['0.34', 'acres']",2836.812144212524
1269,Single Family,,,None,2 spaces,284995.0,151.0,284995.0,4,2.0,2.0,https:,https://www.zillow.com/community/sundance-crossing/2079835988_zpid/,,0,Austin,,1887.3841059602648
1270,Townhouse,2020.0,,None,2 spaces,264990.0,143.0,264990.0,4,2.0,2.0,https:,https://www.zillow.com/community/stoney-ridge/2078948261_zpid/,,0,Austin,,1853.076923076923
1271,Single Family,2020.0,,None,,85995.0,55.0,85995.0,4,2.0,2.0,https:,https://www.zillow.com/community/branch-creek/2080807493_zpid/,,0,Austin,,1563.5454545454545
1272,Single Family,,,None,2 spaces,311990.0,161.0,311990.0,3,3.0,2.0,https:,https://www.zillow.com/community/easton-park/2080028665_zpid/,,1,Austin,,1937.8260869565217
1273,Single Family,2020.0,,None,2 spaces,253990.0,150.0,253990.0,4,2.0,2.0,https:,https://www.zillow.com/community/austin-s-colony/2082989993_zpid/,,0,Austin,,1693.2666666666667
1274,Single Family,1999.0,Forced air,Central,4 spaces,398999.0,346.0,398999.0,3,2.0,2.0,5103-Lott-Ave-Austin-TX-78721,https://www.zillow.com/homedetails/5103-Lott-Ave-Austin-TX-78721/29388861_zpid/,10410.0,0,Austin,"['10,410', 'sqft']",1153.1763005780347
1275,Single Family,,,None,2 spaces,321990.0,171.0,321990.0,3,3.0,2.0,https:,https://www.zillow.com/community/vistas-of-austin/2079142257_zpid/,,1,Austin,,1882.982456140351
1276,Single Family,,,None,2 spaces,275990.0,218.0,275990.0,3,2.0,2.0,https:,https://www.zillow.com/community/colorado-crossing-cottage-collection/2083968477_zpid/,,0,Austin,,1266.0091743119267
1277,Single Family,2020.0,,None,3 spaces,598990.0,230.0,598990.0,4,3.0,3.0,https:,https://www.zillow.com/community/highpointe-90ft-lots/2080078184_zpid/,,0,Austin,,2604.304347826087
1278,Single Family,1972.0,Forced air,Central,2 spaces,400000.0,245.0,400000.0,3,2.0,2.0,10109-Aspen-St-Austin-TX-78758,https://www.zillow.com/homedetails/10109-Aspen-St-Austin-TX-78758/29431508_zpid/,10345.0,0,Austin,"['10,345', 'sqft']",1632.6530612244899
1279,Single Family,2020.0,,None,2 spaces,442400.0,173.0,442400.0,3,2.0,2.0,https:,https://www.zillow.com/community/easton-park/2081906063_zpid/,,0,Austin,,2557.225433526012
1280,Single Family,2020.0,,None,2 spaces,381995.0,232.0,381995.0,3,2.0,2.0,https:,https://www.zillow.com/community/willow-trace/2079835981_zpid/,,0,Austin,,1646.530172413793
1281,Condo,1984.0,Forced air,Central,2 spaces,202000.0,191.0,202000.0,2,3.0,2.0,1827-River-Crossing-Cir-APT-C-Austin-TX-78741,https://www.zillow.com/homedetails/1827-River-Crossing-Cir-APT-C-Austin-TX-78741/62607227_zpid/,,1,Austin,,1057.5916230366493
1282,Single Family,,,None,2 spaces,318990.0,218.0,318990.0,3,2.0,2.0,https:,https://www.zillow.com/community/parker-station/2084660172_zpid/,,0,Austin,,1463.2568807339449
1283,Single Family,1972.0,Forced air,Central,4 spaces,446990.0,228.0,446990.0,3,2.0,2.0,1400-S-Salem-Meadow-Cir-Austin-TX-78745,https://www.zillow.com/homedetails/1400-S-Salem-Meadow-Cir-Austin-TX-78745/2077774077_zpid/,25700.4,0,Austin,"['0.59', 'acres']",1960.482456140351
1284,Single Family,2020.0,,None,2 spaces,449990.0,241.0,449990.0,3,3.0,3.0,https:,https://www.zillow.com/community/retreat-at-steiner-ranch/2080252905_zpid/,,0,Austin,,1867.1784232365146
1285,Single Family,2020.0,,None,2 spaces,288995.0,129.0,288995.0,3,3.0,2.0,https:,https://www.zillow.com/community/sundance-crossing/2079835995_zpid/,,1,Austin,,2240.2713178294575
1286,Single Family,,,None,2 spaces,379990.0,190.0,379990.0,4,3.0,2.0,https:,https://www.zillow.com/community/malone/2084958885_zpid/,,1,Austin,,1999.9473684210527
1287,Single Family,,,None,2 spaces,274590.0,217.0,274590.0,3,2.0,2.0,10725-Hammond-St-Austin-TX-78747,https://www.zillow.com/homedetails/10725-Hammond-St-Austin-TX-78747/2077780287_zpid/,,0,Austin,,1265.3917050691243
1288,Single Family,2020.0,Forced air,Central,1 space,269000.0,381.0,269000.0,1,1.0,1.0,4802-S-Congress-Ave-315-Austin-TX-78745,https://www.zillow.com/homedetails/4802-S-Congress-Ave-315-Austin-TX-78745/2077779997_zpid/,,0,Austin,,706.0367454068241
1289,Condo,2015.0,"Forced air, Electric",Central,2 spaces,420000.0,337.0,420000.0,3,3.0,2.0,900-Banister-Ln-G-Austin-TX-78704,https://www.zillow.com/homedetails/900-Banister-Ln-G-Austin-TX-78704/145655743_zpid/,,1,Austin,,1246.2908011869436
1290,Single Family,1940.0,Forced air,Central,3 spaces,1975000.0,573.0,1975000.0,4,4.0,3.0,1313-Kent-Ln-Austin-TX-78703,https://www.zillow.com/homedetails/1313-Kent-Ln-Austin-TX-78703/29331654_zpid/,17859.6,1,Austin,"['0.41', 'acres']",3446.7713787085513
1291,Condo,2008.0,Forced air,Central,3 spaces,3975000.0,1221.0,3975000.0,3,3.0,3.0,200-Congress-Ave-46LX-Austin-TX-78701,https://www.zillow.com/homedetails/200-Congress-Ave-46LX-Austin-TX-78701/306644294_zpid/,,0,Austin,,3255.5282555282556
1292,Single Family,1996.0,Forced air,Central,2 spaces,649900.0,349.0,649900.0,3,2.0,2.0,3920-Myrick-Dr-Austin-TX-78731,https://www.zillow.com/homedetails/3920-Myrick-Dr-Austin-TX-78731/29355544_zpid/,5227.0,0,Austin,"['5,227', 'sqft']",1862.1776504297993
1293,Single Family,2020.0,Heat pump,Central,1 space,469990.0,427.0,469990.0,2,2.0,2.0,4511-S-3rd-St-2-Austin-TX-78745,https://www.zillow.com/homedetails/4511-S-3rd-St-2-Austin-TX-78745/2077781982_zpid/,8494.0,0,Austin,"['8,494', 'sqft']",1100.6791569086652
1294,Single Family,,,None,2 spaces,328990.0,194.0,328990.0,4,2.0,2.0,https:,https://www.zillow.com/community/pioneer-hill/2082934362_zpid/,,0,Austin,,1695.8247422680413
1295,Single Family,2020.0,,None,3 spaces,603990.0,125.0,603990.0,4,5.0,4.0,https:,https://www.zillow.com/community/parten-85s/2079456690_zpid/,,1,Austin,,4831.92
1296,Single Family,2020.0,,None,,85995.0,55.0,85995.0,4,2.0,2.0,https:,https://www.zillow.com/community/branch-creek/2081629340_zpid/,,0,Austin,,1563.5454545454545
1297,Single Family,,,None,2 spaces,243990.0,161.0,243990.0,3,2.0,2.0,https:,https://www.zillow.com/community/austin-s-colony/2082989996_zpid/,,0,Austin,,1515.4658385093169
1298,Single Family,,,None,2 spaces,453900.0,154.0,453900.0,3,3.0,2.0,https:,https://www.zillow.com/community/easton-park/2081906071_zpid/,,1,Austin,,2947.4025974025976
1299,Single Family,,,None,2 spaces,284990.0,198.0,284990.0,3,2.0,2.0,https:,https://www.zillow.com/community/colorado-crossing-cottage-collection/2083968478_zpid/,,0,Austin,,1439.3434343434344
1300,Single Family,2020.0,,None,2 spaces,316990.0,190.0,316990.0,3,2.0,2.0,https:,https://www.zillow.com/community/parker-station/2084660156_zpid/,,0,Austin,,1668.3684210526317
1301,Single Family,2020.0,,None,2 spaces,259990.0,146.0,259990.0,3,3.0,2.0,https:,https://www.zillow.com/community/austin-s-colony/2080430652_zpid/,,1,Austin,,1780.7534246575342
1302,Single Family,2020.0,,None,2 spaces,370990.0,211.0,370990.0,3,3.0,2.0,https:,https://www.zillow.com/community/malone/2084958892_zpid/,,1,Austin,,1758.2464454976302
1303,Single Family,2020.0,,None,2 spaces,386995.0,205.0,386995.0,4,2.0,2.0,https:,https://www.zillow.com/community/willow-trace/2079835975_zpid/,,0,Austin,,1887.780487804878
1304,Single Family,,"Forced air, Electric",Central,2 spaces,299000.0,443.0,299000.0,1,1.0,1.0,https:,https://www.zillow.com/community/bend-south-congress/2077862487_zpid/,,0,Austin,,674.9435665914222
1305,Single Family,1972.0,Forced air,Central,2 spaces,325000.0,258.0,325000.0,3,2.0,2.0,9800-Cottle-Dr-Austin-TX-78753,https://www.zillow.com/homedetails/9800-Cottle-Dr-Austin-TX-78753/29425624_zpid/,8363.0,0,Austin,"['8,363', 'sqft']",1259.6899224806202
1306,Townhouse,1982.0,"Forced air, Electric",Central,2 spaces,269900.0,187.0,269900.0,2,3.0,2.0,1710-Timber-Brush-Trl-Austin-TX-78741,https://www.zillow.com/homedetails/1710-Timber-Brush-Trl-Austin-TX-78741/29464355_zpid/,1655.0,1,Austin,"['1,655', 'sqft']",1443.3155080213903
1307,Single Family,,,None,2 spaces,280995.0,138.0,280995.0,3,3.0,2.0,https:,https://www.zillow.com/community/sundance-crossing/2079836001_zpid/,,1,Austin,,2036.195652173913
1308,Single Family,,,None,3 spaces,551990.0,212.0,551990.0,4,3.0,3.0,https:,https://www.zillow.com/community/highpointe-80ft-lots/2082357187_zpid/,,0,Austin,,2603.7264150943397
1309,Condo,2013.0,Forced air,Central,1 space,439000.0,582.0,439000.0,1,1.0,1.0,1900-Barton-Springs-Rd-UNIT-4041-Austin-TX-78704,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-4041-Austin-TX-78704/251033987_zpid/,,0,Austin,,754.2955326460481
1310,Multiple Occupancy,1970.0,"Forced air, Electric, Gas",Central,,699900.0,368.0,699900.0,0,0.0,,2212-Trailside-Dr-Austin-TX-78704,https://www.zillow.com/homedetails/2212-Trailside-Dr-Austin-TX-78704/29325133_zpid/,,0,Austin,,1901.9021739130435
1311,Single Family,2020.0,,None,2 spaces,236990.0,170.0,236990.0,3,2.0,2.0,https:,https://www.zillow.com/community/austin-s-colony/2082989998_zpid/,,0,Austin,,1394.0588235294117
1312,Single Family,2020.0,,None,2 spaces,418400.0,189.0,418400.0,3,3.0,2.0,https:,https://www.zillow.com/community/easton-park/2081906062_zpid/,,1,Austin,,2213.7566137566137
1313,Condo,1981.0,Forced air,Central,2 spaces,382000.0,248.0,382000.0,4,2.0,2.0,2401-Leon-St-APT-307-Austin-TX-78705,https://www.zillow.com/homedetails/2401-Leon-St-APT-307-Austin-TX-78705/29393783_zpid/,,0,Austin,,1540.3225806451612
1314,Single Family,2020.0,,None,2 spaces,265990.0,148.0,265990.0,4,2.0,2.0,https:,https://www.zillow.com/community/forest-bluff/2077808911_zpid/,,0,Austin,,1797.2297297297298
1315,Condo,,,None,3 spaces,5266800.0,1400.0,5266800.0,4,3.0,3.0,https:,https://www.zillow.com/community/austonian/2082131997_zpid/,,0,Austin,,3762.0
1316,Condo,1986.0,"Forced air, Electric",Central,2 spaces,179500.0,312.0,179500.0,1,1.0,1.0,7685-Northcross-Dr-UNIT-1020-Austin-TX-78757,https://www.zillow.com/homedetails/7685-Northcross-Dr-UNIT-1020-Austin-TX-78757/124839439_zpid/,,0,Austin,,575.3205128205128
1317,Single Family,1970.0,Forced air,Central,4 spaces,559000.0,250.0,559000.0,5,3.0,2.0,6206-Hyside-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/6206-Hyside-Dr-Austin-TX-78723/29404393_zpid/,8102.0,1,Austin,"['8,102', 'sqft']",2236.0
1318,Single Family,1979.0,"Forced air, Electric, Gas",Central,2 spaces,635000.0,292.0,635000.0,4,3.0,2.0,9701-Morning-Ct-Austin-TX-78759,https://www.zillow.com/homedetails/9701-Morning-Ct-Austin-TX-78759/29363746_zpid/,22215.6,1,Austin,"['0.51', 'acres']",2174.6575342465753
1319,Single Family,2020.0,,None,2 spaces,394990.0,158.0,394990.0,4,3.0,3.0,https:,https://www.zillow.com/community/malone/2084958888_zpid/,,0,Austin,,2499.9367088607596
1320,Single Family,2020.0,,None,2 spaces,310990.0,114.0,310990.0,5,3.0,3.0,https:,https://www.zillow.com/community/tiermo/2078783145_zpid/,,0,Austin,,2727.9824561403507
1321,Single Family,2018.0,"Forced air, Electric, Gas",Central,2 spaces,1345000.0,640.0,1345000.0,3,3.0,2.0,906-Juanita-St-Austin-TX-78704,https://www.zillow.com/homedetails/906-Juanita-St-Austin-TX-78704/29474988_zpid/,6272.0,1,Austin,"['6,272', 'sqft']",2101.5625
1322,Condo,2014.0,Forced air,Central,2 spaces,695000.0,326.0,695000.0,3,3.0,2.0,8110-Ranch-Road-2222-APT-96-Austin-TX-78730,https://www.zillow.com/homedetails/8110-Ranch-Road-2222-APT-96-Austin-TX-78730/80090468_zpid/,,1,Austin,,2131.9018404907974
1323,Condo,2002.0,Forced air,Central,2 spaces,205000.0,218.0,205000.0,2,1.0,1.0,2320-Gracy-Farms-Ln-APT-1231-Austin-TX-78758,https://www.zillow.com/homedetails/2320-Gracy-Farms-Ln-APT-1231-Austin-TX-78758/80099677_zpid/,,0,Austin,,940.3669724770642
1324,Condo,2017.0,Forced air,Central,2 spaces,474598.0,408.0,474598.0,2,2.0,1.0,2002-E-7th-St-227-Austin-TX-78702,https://www.zillow.com/homedetails/2002-E-7th-St-227-Austin-TX-78702/251032186_zpid/,,1,Austin,,1163.2303921568628
1325,Single Family,,"Electric, Gas",Central,,532000.0,387.0,532000.0,2,3.0,2.0,1206-Sarabeth-Way-Austin-TX-78721,https://www.zillow.com/homedetails/1206-Sarabeth-Way-Austin-TX-78721/2079552815_zpid/,3837.0,1,Austin,"['3,837', 'sqft']",1374.6770025839794
1326,Single Family,2014.0,"Forced air, Electric, Gas",Central,3 spaces,999444.0,237.0,999444.0,4,3.0,3.0,7613-Bettis-Trophy-Dr-Austin-TX-78739,https://www.zillow.com/homedetails/7613-Bettis-Trophy-Dr-Austin-TX-78739/83825776_zpid/,18295.2,0,Austin,"['0.42', 'acres']",4217.06329113924
1327,Single Family,2020.0,,None,2 spaces,356990.0,154.0,356990.0,4,3.0,3.0,https:,https://www.zillow.com/community/pioneer-hill/2085272572_zpid/,,0,Austin,,2318.116883116883
1328,Single Family,2008.0,Forced air,Central,6 spaces,3495000.0,434.0,3495000.0,7,7.0,,13117-Zen-Gardens-Way-Austin-TX-78732,https://www.zillow.com/homedetails/13117-Zen-Gardens-Way-Austin-TX-78732/70352301_zpid/,108900.0,0,Austin,"['2.5', 'acres']",8052.995391705069
1329,Condo,1985.0,"Forced air, Electric",Central,1 space,222500.0,275.0,222500.0,2,2.0,2.0,1730-Timber-Ridge-Rd-APT-150-Austin-TX-78741,https://www.zillow.com/homedetails/1730-Timber-Ridge-Rd-APT-150-Austin-TX-78741/29464409_zpid/,,0,Austin,,809.0909090909091
1330,Single Family,2020.0,"Forced air, Electric, Gas",Central,2 spaces,755000.0,388.0,755000.0,3,3.0,3.0,3011-E-14th-1-2-St-Austin-TX-78702,https://www.zillow.com/homedetails/3011-E-14th-1-2-St-Austin-TX-78702/29390007_zpid/,4791.0,0,Austin,"['4,791', 'sqft']",1945.8762886597938
1331,Single Family,2020.0,"Forced air, Gas",Central,2 spaces,799000.0,313.0,799000.0,3,3.0,2.0,1164-Lott-Ave-Austin-TX-78721,https://www.zillow.com/homedetails/1164-Lott-Ave-Austin-TX-78721/29388164_zpid/,8494.0,1,Austin,"['8,494', 'sqft']",2552.715654952077
1332,Condo,2014.0,Forced air,Central,1 space,245000.0,260.0,245000.0,1,2.0,1.0,604-N-Bluff-Dr-UNIT-115-Austin-TX-78745,https://www.zillow.com/homedetails/604-N-Bluff-Dr-UNIT-115-Austin-TX-78745/124727632_zpid/,,1,Austin,,942.3076923076923
1333,Condo,1973.0,Forced air,Central,1 space,258000.0,532.0,258000.0,1,1.0,1.0,1212-Guadalupe-St-APT-308-Austin-TX-78701,https://www.zillow.com/homedetails/1212-Guadalupe-St-APT-308-Austin-TX-78701/29387316_zpid/,,0,Austin,,484.9624060150376
1334,Single Family,1985.0,"Forced air, Electric, Gas",Central,4 spaces,575000.0,251.0,575000.0,3,4.0,3.0,4205-Canyonside-Trl-Austin-TX-78731,https://www.zillow.com/homedetails/4205-Canyonside-Trl-Austin-TX-78731/29353202_zpid/,5314.0,1,Austin,"['5,314', 'sqft']",2290.836653386454
1335,Single Family,1966.0,Forced air,Central,2 spaces,450000.0,317.0,450000.0,3,2.0,2.0,1710-Loreto-Dr-Austin-TX-78721,https://www.zillow.com/homedetails/1710-Loreto-Dr-Austin-TX-78721/29390181_zpid/,8450.0,0,Austin,"['8,450', 'sqft']",1419.558359621451
1336,Single Family,1960.0,"Forced air, Electric, Gas",Central,2 spaces,349000.0,415.0,349000.0,3,1.0,1.0,1140-Richardine-Ave-Austin-TX-78721,https://www.zillow.com/homedetails/1140-Richardine-Ave-Austin-TX-78721/29387983_zpid/,6098.0,0,Austin,"['6,098', 'sqft']",840.9638554216867
