,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,Lot,Half bathrooms,City,Lot Temp,sqft
0,Condo,1891.0,"Forced air, Gas",Central,1 space,399700.0,282.0,399700.0,2,2.0,2.0,2511-W-Moffat-St-APT-110-Chicago-IL-60647,https://www.zillow.com/homedetails/2511-W-Moffat-St-APT-110-Chicago-IL-60647/49917250_zpid/,,0,Chicago,,1417.3758865248226
1,Condo,1915.0,"Forced air, Gas",Central,1 space,319900.0,213.0,319900.0,2,2.0,2.0,1116-W-Pratt-Blvd-APT-3-Chicago-IL-60626,https://www.zillow.com/homedetails/1116-W-Pratt-Blvd-APT-3-Chicago-IL-60626/87715800_zpid/,,0,Chicago,,1501.8779342723005
2,Condo,1991.0,Forced air,Central,1 space,300000.0,387.0,300000.0,1,1.0,1.0,440-N-Mcclurg-Ct-APT-1015-Chicago-IL-60611,https://www.zillow.com/homedetails/440-N-Mcclurg-Ct-APT-1015-Chicago-IL-60611/121072434_zpid/,,0,Chicago,,775.1937984496124
3,Single Family,1944.0,Gas,None,3 spaces,160000.0,123.0,160000.0,2,1.0,1.0,11035-S-Pulaski-Rd-Chicago-IL-60655,https://www.zillow.com/homedetails/11035-S-Pulaski-Rd-Chicago-IL-60655/4082887_zpid/,4960.0,0,Chicago,"['4,960', 'sqft']",1300.8130081300812
4,Condo,1964.0,Forced air,Central,1 space,429900.0,331.0,429900.0,2,2.0,2.0,222-E-Pearson-St-APT-1701-Chicago-IL-60611,https://www.zillow.com/homedetails/222-E-Pearson-St-APT-1701-Chicago-IL-60611/80853694_zpid/,,0,Chicago,,1298.7915407854985
5,Condo,1921.0,"Other, Electric",Refrigeration,1 space,272000.0,,272000.0,1,1.0,1.0,60-E-Scott-St-APT-403-Chicago-IL-60610,https://www.zillow.com/homedetails/60-E-Scott-St-APT-403-Chicago-IL-60610/3845032_zpid/,,0,Chicago,,
6,Condo,2007.0,"Forced air, Gas",Central,1 space,579000.0,483.0,579000.0,2,2.0,2.0,2741-N-Bosworth-Ave-3-Chicago-IL-60614,https://www.zillow.com/homedetails/2741-N-Bosworth-Ave-3-Chicago-IL-60614/89915423_zpid/,,0,Chicago,,1198.7577639751553
7,Condo,1948.0,Baseboard,None,,220000.0,314.0,220000.0,1,1.0,1.0,1750-N-Wells-St-APT-202-Chicago-IL-60614,https://www.zillow.com/homedetails/1750-N-Wells-St-APT-202-Chicago-IL-60614/113958969_zpid/,,0,Chicago,,700.6369426751593
8,Single Family,1916.0,Forced air,Central,2 spaces,500000.0,278.0,500000.0,5,3.0,3.0,5240-W-Cuyler-Ave-Chicago-IL-60641,https://www.zillow.com/homedetails/5240-W-Cuyler-Ave-Chicago-IL-60641/3649669_zpid/,3750.0,0,Chicago,"['3,750', 'sqft']",1798.5611510791366
9,Single Family,1962.0,Forced air,Central,2 spaces,240000.0,231.0,240000.0,3,1.0,1.0,3433-W-54th-St-Chicago-IL-60632,https://www.zillow.com/homedetails/3433-W-54th-St-Chicago-IL-60632/3929086_zpid/,3136.0,0,Chicago,"['3,136', 'sqft']",1038.9610389610389
10,Condo,2020.0,"Forced air, Gas",Central,1 space,649000.0,309.0,649000.0,3,2.0,2.0,2116-N-California-Ave-6-Chicago-IL-60647,https://www.zillow.com/homedetails/2116-N-California-Ave-6-Chicago-IL-60647/2077632946_zpid/,,0,Chicago,,2100.3236245954695
11,Condo,2020.0,Forced air,Central,1 space,645000.0,349.0,645000.0,3,2.0,2.0,2116-N-California-Ave-5-Chicago-IL-60647,https://www.zillow.com/homedetails/2116-N-California-Ave-5-Chicago-IL-60647/2077632945_zpid/,,0,Chicago,,1848.137535816619
12,Condo,2003.0,"Forced air, Gas",Central,1 space,415000.0,,415000.0,2,2.0,2.0,1637-W-Le-Moyne-St-APT-2-Chicago-IL-60622,https://www.zillow.com/homedetails/1637-W-Le-Moyne-St-APT-2-Chicago-IL-60622/70449034_zpid/,,0,Chicago,,
13,Single Family,1927.0,"Forced air, Gas",Central,2 spaces,399000.0,229.0,399000.0,4,2.0,1.0,7232-W-Ibsen-St-Chicago-IL-60631,https://www.zillow.com/homedetails/7232-W-Ibsen-St-Chicago-IL-60631/3511314_zpid/,4721.0,1,Chicago,"['4,721', 'sqft']",1742.35807860262
14,Townhouse,2020.0,Gas,Central,2 spaces,569000.0,219.0,569000.0,4,4.0,3.0,239-E-33rd-Blvd-Chicago-IL-60616,https://www.zillow.com/homedetails/239-E-33rd-Blvd-Chicago-IL-60616/2077633370_zpid/,,1,Chicago,,2598.1735159817354
15,Single Family,2020.0,Forced air,Central,2 spaces,609000.0,,609000.0,4,4.0,3.0,4334-S-Vernon-Ave-Chicago-IL-60653,https://www.zillow.com/homedetails/4334-S-Vernon-Ave-Chicago-IL-60653/2077633373_zpid/,3733.0,1,Chicago,"['3,733', 'sqft']",
16,Single Family,1949.0,Forced air,Central,2 spaces,429900.0,216.0,429900.0,3,2.0,2.0,10957-S-Campbell-Ave-Chicago-IL-60655,https://www.zillow.com/homedetails/10957-S-Campbell-Ave-Chicago-IL-60655/4080466_zpid/,7405.0,0,Chicago,"['7,405', 'sqft']",1990.2777777777778
17,Condo,2009.0,Forced air,Central,2 spaces,1075000.0,614.0,1075000.0,3,2.0,2.0,1201-S-Prairie-Ave-APT-3903-Chicago-IL-60605,https://www.zillow.com/homedetails/1201-S-Prairie-Ave-APT-3903-Chicago-IL-60605/113958053_zpid/,,0,Chicago,,1750.814332247557
18,Condo,2005.0,Forced air,None,1 space,319500.0,402.0,319500.0,1,1.0,1.0,123-S-Green-St-APT-209B-Chicago-IL-60607,https://www.zillow.com/homedetails/123-S-Green-St-APT-209B-Chicago-IL-60607/2077633611_zpid/,,0,Chicago,,794.776119402985
19,Condo,1964.0,Forced air,Central,1 space,375000.0,288.0,375000.0,2,2.0,2.0,1-E-Schiller-St-APT-4B-Chicago-IL-60610,https://www.zillow.com/homedetails/1-E-Schiller-St-APT-4B-Chicago-IL-60610/3844052_zpid/,,0,Chicago,,1302.0833333333333
20,Single Family,1900.0,Forced air,Central,2 spaces,325000.0,187.0,325000.0,5,2.0,2.0,3439-W-Hirsch-St-Chicago-IL-60651,https://www.zillow.com/homedetails/3439-W-Hirsch-St-Chicago-IL-60651/3793969_zpid/,3092.0,0,Chicago,"['3,092', 'sqft']",1737.9679144385027
21,Multi Family,1903.0,Gas,None,,239900.0,,239900.0,7,3.0,3.0,6431-S-Saint-Lawrence-Ave-Chicago-IL-60637,https://www.zillow.com/homedetails/6431-S-Saint-Lawrence-Ave-Chicago-IL-60637/2088033081_zpid/,,0,Chicago,,
22,Condo,1996.0,Gas,Central,1 space,215000.0,138.0,215000.0,2,2.0,2.0,6400-W-Berteau-Ave-APT-403-Chicago-IL-60634,https://www.zillow.com/homedetails/6400-W-Berteau-Ave-APT-403-Chicago-IL-60634/54532673_zpid/,,0,Chicago,,1557.9710144927535
23,Single Family,1949.0,Forced air,Central,,105000.0,88.0,105000.0,2,1.0,1.0,7310-S-Talman-Ave-Chicago-IL-60629,https://www.zillow.com/homedetails/7310-S-Talman-Ave-Chicago-IL-60629/3957674_zpid/,3781.0,0,Chicago,"['3,781', 'sqft']",1193.1818181818182
24,Condo,1930.0,,Central,,230000.0,288.0,230000.0,2,1.0,1.0,2632-W-Francis-Pl-2-Chicago-IL-60647,https://www.zillow.com/homedetails/2632-W-Francis-Pl-2-Chicago-IL-60647/80815294_zpid/,,0,Chicago,,798.6111111111111
25,Condo,2001.0,Baseboard,Central,1 space,1195000.0,566.0,1195000.0,2,2.0,2.0,445-E-North-Water-St-APT-1401-Chicago-IL-60611,https://www.zillow.com/homedetails/445-E-North-Water-St-APT-1401-Chicago-IL-60611/2077635241_zpid/,,0,Chicago,,2111.3074204946997
26,Condo,2002.0,Forced air,Central,2 spaces,590000.0,408.0,590000.0,2,2.0,2.0,512-N-Mcclurg-Ct-APT-4210-Chicago-IL-60611,https://www.zillow.com/homedetails/512-N-Mcclurg-Ct-APT-4210-Chicago-IL-60611/63702094_zpid/,,0,Chicago,,1446.078431372549
27,Condo,1973.0,"Forced air, Gas",Central,5 spaces,194000.0,231.0,194000.0,1,1.0,1.0,655-W-Irving-Park-Rd-APT-1912-Chicago-IL-60613,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-1912-Chicago-IL-60613/62010584_zpid/,,0,Chicago,,839.8268398268398
28,Single Family,1946.0,Forced air,Central,2 spaces,289900.0,167.0,289900.0,3,2.0,2.0,6053-W-Henderson-St-Chicago-IL-60634,https://www.zillow.com/homedetails/6053-W-Henderson-St-Chicago-IL-60634/3661142_zpid/,4190.0,0,Chicago,"['4,190', 'sqft']",1735.9281437125749
29,Single Family,1895.0,"Forced air, Gas",Central,1 space,199000.0,81.0,199000.0,4,3.0,2.0,10918-S-Edbrooke-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/10918-S-Edbrooke-Ave-Chicago-IL-60628/4140236_zpid/,3049.0,1,Chicago,"['3,049', 'sqft']",2456.7901234567903
30,Single Family,1913.0,Other,None,2 spaces,97000.0,122.0,97000.0,4,2.0,2.0,61-E-101st-St-Chicago-IL-60628,https://www.zillow.com/homedetails/61-E-101st-St-Chicago-IL-60628/4133935_zpid/,3746.0,0,Chicago,"['3,746', 'sqft']",795.0819672131148
31,Multiple Occupancy,1902.0,Gas,None,2 spaces,195000.0,,195000.0,4,2.0,2.0,2243-S-Avers-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/2243-S-Avers-Ave-Chicago-IL-60623/2077637104_zpid/,,0,Chicago,,
32,Multiple Occupancy,2008.0,"Forced air, Gas",Central,6 spaces,400000.0,381.0,400000.0,9,6.0,5.0,7654-S-Colfax-Ave-Chicago-IL-60649,https://www.zillow.com/homedetails/7654-S-Colfax-Ave-Chicago-IL-60649/2094524032_zpid/,,1,Chicago,,1049.8687664041995
33,Single Family,1958.0,Forced air,Central,2 spaces,316000.0,416.0,316000.0,4,2.0,2.0,5061-N-Kimberly-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/5061-N-Kimberly-Ave-Chicago-IL-60630/3638840_zpid/,3423.0,0,Chicago,"['3,423', 'sqft']",759.6153846153846
34,Townhouse,1985.0,"Forced air, Gas",Central,1 space,625000.0,370.0,625000.0,2,3.0,2.0,801-S-Plymouth-Ct-UNIT-G-Chicago-IL-60605,https://www.zillow.com/homedetails/801-S-Plymouth-Ct-UNIT-G-Chicago-IL-60605/3872928_zpid/,17424.0,1,Chicago,"['0.40', 'acres']",1689.1891891891892
35,Multi Family,1913.0,Forced air,None,2 spaces,379000.0,,379000.0,9,3.0,3.0,1918-S-Ridgeway-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1918-S-Ridgeway-Ave-Chicago-IL-60623/2077637473_zpid/,,0,Chicago,,
36,Single Family,2006.0,Gas,Central,4 spaces,225000.0,147.0,225000.0,3,3.0,3.0,1502-S-Karlov-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1502-S-Karlov-Ave-Chicago-IL-60623/80808990_zpid/,3131.0,0,Chicago,"['3,131', 'sqft']",1530.6122448979593
37,Single Family,1977.0,"Forced air, Electric, Gas",Central,9 spaces,899900.0,248.0,899900.0,5,6.0,5.0,5673-N-Las-Casas-Ave-Chicago-IL-60646,https://www.zillow.com/homedetails/5673-N-Las-Casas-Ave-Chicago-IL-60646/3624872_zpid/,6098.0,1,Chicago,"['6,098', 'sqft']",3628.6290322580644
38,Single Family,1951.0,Forced air,Central,1 space,369900.0,168.0,369900.0,4,3.0,2.0,3356-N-Pittsburgh-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3356-N-Pittsburgh-Ave-Chicago-IL-60634/3596498_zpid/,4443.0,1,Chicago,"['4,443', 'sqft']",2201.785714285714
39,Single Family,1960.0,Gas,Central,2 spaces,299900.0,309.0,299900.0,5,2.0,2.0,6325-W-Berenice-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/6325-W-Berenice-Ave-Chicago-IL-60634/3658829_zpid/,3092.0,0,Chicago,"['3,092', 'sqft']",970.5501618122977
40,Multiple Occupancy,1890.0,Forced air,Central,,378000.0,945.0,378000.0,6,3.0,3.0,3659-S-Wood-St-Chicago-IL-60609,https://www.zillow.com/homedetails/3659-S-Wood-St-Chicago-IL-60609/158884674_zpid/,,0,Chicago,,400.0
41,Single Family,1960.0,"Electric, Gas",Central,2 spaces,199900.0,83.0,199900.0,3,2.0,1.0,9806-S-Escanaba-Ave-Chicago-IL-60617,https://www.zillow.com/homedetails/9806-S-Escanaba-Ave-Chicago-IL-60617/4168465_zpid/,4229.0,1,Chicago,"['4,229', 'sqft']",2408.4337349397592
42,Multiple Occupancy,1910.0,Gas,None,5 spaces,385000.0,,385000.0,6,3.0,3.0,3934-N-Sawyer-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/3934-N-Sawyer-Ave-Chicago-IL-60618/2125203659_zpid/,,0,Chicago,,
43,Single Family,1973.0,Gas,Central,,85000.0,85.0,85000.0,4,2.0,1.0,5210-S-Emerald-Ave-Chicago-IL-60609,https://www.zillow.com/homedetails/5210-S-Emerald-Ave-Chicago-IL-60609/3984038_zpid/,5052.0,1,Chicago,"['5,052', 'sqft']",1000.0
44,Single Family,1902.0,Gas,None,2 spaces,85000.0,71.0,85000.0,4,1.0,1.0,11810-S-Parnell-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/11810-S-Parnell-Ave-Chicago-IL-60628/4154063_zpid/,3702.0,0,Chicago,"['3,702', 'sqft']",1197.1830985915492
45,Single Family,1924.0,Gas,None,,130000.0,129.0,130000.0,3,1.0,1.0,9227-S-La-Salle-St-Chicago-IL-60620,https://www.zillow.com/homedetails/9227-S-La-Salle-St-Chicago-IL-60620/4120036_zpid/,4338.0,0,Chicago,"['4,338', 'sqft']",1007.7519379844962
46,Multiple Occupancy,1908.0,Gas,None,2 spaces,450000.0,,450000.0,5,3.0,3.0,4303-N-Avers-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/4303-N-Avers-Ave-Chicago-IL-60618/2077637607_zpid/,,0,Chicago,,
47,Multiple Occupancy,1912.0,"Forced air, Gas",None,2 spaces,179900.0,145.0,179900.0,11,5.0,4.0,8735-S-Escanaba-Ave-Chicago-IL-60617,https://www.zillow.com/homedetails/8735-S-Escanaba-Ave-Chicago-IL-60617/159239536_zpid/,,1,Chicago,,1240.6896551724137
48,Single Family,1957.0,Gas,Central,2 spaces,129900.0,100.0,129900.0,4,1.0,1.0,13455-S-Green-Bay-Ave-Chicago-IL-60633,https://www.zillow.com/homedetails/13455-S-Green-Bay-Ave-Chicago-IL-60633/4175911_zpid/,4064.0,0,Chicago,"['4,064', 'sqft']",1299.0
49,Multiple Occupancy,1919.0,"Forced air, Gas",None,,199000.0,,199000.0,4,2.0,2.0,3558-W-Huron-St-Chicago-IL-60624,https://www.zillow.com/homedetails/3558-W-Huron-St-Chicago-IL-60624/2107645888_zpid/,,0,Chicago,,
50,Condo,2006.0,Forced air,Central,1 space,364900.0,270.0,364900.0,2,2.0,2.0,4913-N-Kenmore-Ave-APT-3N-Chicago-IL-60640,https://www.zillow.com/homedetails/4913-N-Kenmore-Ave-APT-3N-Chicago-IL-60640/80833648_zpid/,,0,Chicago,,1351.4814814814815
51,Condo,1999.0,Forced air,Central,2 spaces,244900.0,153.0,244900.0,2,2.0,1.0,2409-W-Flournoy-St-B-Chicago-IL-60612,https://www.zillow.com/homedetails/2409-W-Flournoy-St-B-Chicago-IL-60612/54535555_zpid/,,1,Chicago,,1600.6535947712418
52,Condo,1999.0,Forced air,Central,1 space,429000.0,390.0,429000.0,2,2.0,2.0,1546-N-Hoyne-Ave-APT-2-Chicago-IL-60622,https://www.zillow.com/homedetails/1546-N-Hoyne-Ave-APT-2-Chicago-IL-60622/54537130_zpid/,,0,Chicago,,1100.0
53,Townhouse,2001.0,"Forced air, Gas",Central,2 spaces,564900.0,235.0,564900.0,3,3.0,3.0,2455-W-Ohio-St-UNIT-13E-Chicago-IL-60612,https://www.zillow.com/homedetails/2455-W-Ohio-St-UNIT-13E-Chicago-IL-60612/113950920_zpid/,,0,Chicago,,2403.8297872340427
54,Condo,2012.0,Heat pump,Central,2 spaces,3850000.0,1046.0,3850000.0,4,5.0,,2550-N-Lakeview-Ave-UNIT-S2803-Chicago-IL-60614,https://www.zillow.com/homedetails/2550-N-Lakeview-Ave-UNIT-S2803-Chicago-IL-60614/123559823_zpid/,,0,Chicago,,3680.6883365200765
55,Condo,1965.0,Radiant,Wall,1 space,1450000.0,302.0,1450000.0,3,5.0,,1440-N-Lake-Shore-Dr-22ABCD-Chicago-IL-60610,https://www.zillow.com/homedetails/1440-N-Lake-Shore-Dr-22ABCD-Chicago-IL-60610/2077638434_zpid/,,0,Chicago,,4801.324503311258
56,Multi Family,1929.0,Forced air,Central,2 spaces,319900.0,,319900.0,6,5.0,3.0,1917-S-Ridgeway-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1917-S-Ridgeway-Ave-Chicago-IL-60623/2137137124_zpid/,,2,Chicago,,
57,Single Family,1891.0,Forced air,None,2 spaces,124000.0,35.0,124000.0,3,2.0,1.0,2023-W-James-St-Chicago-IL-60609,https://www.zillow.com/homedetails/2023-W-James-St-Chicago-IL-60609/3982317_zpid/,3550.0,1,Chicago,"['3,550', 'sqft']",3542.8571428571427
58,Multiple Occupancy,,Gas,None,,649000.0,,649000.0,8,4.0,4.0,4050-N-Hermitage-Ave-Chicago-IL-60613,https://www.zillow.com/homedetails/4050-N-Hermitage-Ave-Chicago-IL-60613/2094001218_zpid/,,0,Chicago,,
59,Single Family,1890.0,"Forced air, Gas",None,2 spaces,315000.0,193.0,315000.0,4,2.0,2.0,3214-S-Racine-Ave-Chicago-IL-60608,https://www.zillow.com/homedetails/3214-S-Racine-Ave-Chicago-IL-60608/2077639651_zpid/,,0,Chicago,,1632.1243523316061
60,Multi Family,1916.0,Forced air,Central,6 spaces,660000.0,485.0,660000.0,9,3.0,3.0,4518-N-Central-Park-Ave-Chicago-IL-60625,https://www.zillow.com/homedetails/4518-N-Central-Park-Ave-Chicago-IL-60625/2111340236_zpid/,,0,Chicago,,1360.8247422680413
61,Condo,1985.0,"Forced air, Electric",Other,,165000.0,183.0,165000.0,1,1.0,1.0,801-S-Plymouth-Ct-APT-308-Chicago-IL-60605,https://www.zillow.com/homedetails/801-S-Plymouth-Ct-APT-308-Chicago-IL-60605/3872761_zpid/,,0,Chicago,,901.639344262295
62,Condo,1926.0,Gas,Central,,164000.0,137.0,164000.0,2,2.0,2.0,Chicago-IL-60625,https://www.zillow.com/homedetails/Chicago-IL-60625/2136435701_zpid/,,0,Chicago,,1197.0802919708028
63,Condo,,"Forced air, Gas",Central,1 space,1100000.0,604.0,1100000.0,3,3.0,2.0,1400-W-Monroe-St-5E-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-5E-Chicago-IL-60607/2077640709_zpid/,,1,Chicago,,1821.1920529801325
64,Condo,1962.0,Baseboard,Wall,1 space,170000.0,243.0,170000.0,2,1.0,1.0,3037-W-Montrose-Ave-APT-2A-Chicago-IL-60618,https://www.zillow.com/homedetails/3037-W-Montrose-Ave-APT-2A-Chicago-IL-60618/65549790_zpid/,,0,Chicago,,699.5884773662551
65,Single Family,1916.0,"Forced air, Gas",Central,2 spaces,425000.0,247.0,425000.0,4,3.0,3.0,4922-W-Henderson-St-Chicago-IL-60641,https://www.zillow.com/homedetails/4922-W-Henderson-St-Chicago-IL-60641/3664704_zpid/,3750.0,0,Chicago,"['3,750', 'sqft']",1720.6477732793521
66,Single Family,1893.0,Gas,Central,2 spaces,185000.0,154.0,185000.0,4,2.0,2.0,1148-W-88th-St-Chicago-IL-60620,https://www.zillow.com/homedetails/1148-W-88th-St-Chicago-IL-60620/4120877_zpid/,3123.0,0,Chicago,"['3,123', 'sqft']",1201.2987012987012
67,Condo,1884.0,Forced air,Central,1 space,375000.0,306.0,375000.0,1,1.0,1.0,515-N-Noble-St-APT-604-Chicago-IL-60642,https://www.zillow.com/homedetails/515-N-Noble-St-APT-604-Chicago-IL-60642/3861386_zpid/,,0,Chicago,,1225.4901960784314
68,Single Family,1915.0,"Forced air, Gas",Central,2 spaces,279900.0,174.0,279900.0,5,4.0,4.0,2554-N-Rutherford-Ave-Chicago-IL-60707,https://www.zillow.com/homedetails/2554-N-Rutherford-Ave-Chicago-IL-60707/3679991_zpid/,3868.0,0,Chicago,"['3,868', 'sqft']",1608.6206896551723
69,Single Family,1932.0,Gas,Central,2 spaces,570000.0,163.0,570000.0,4,3.0,3.0,Chicago-IL-60631,https://www.zillow.com/homedetails/Chicago-IL-60631/2077641324_zpid/,4965.0,0,Chicago,"['4,965', 'sqft']",3496.9325153374234
70,Multiple Occupancy,1891.0,"Other, Gas",None,2 spaces,219900.0,,219900.0,6,2.0,2.0,4213-S-Wells-St-Chicago-IL-60609,https://www.zillow.com/homedetails/4213-S-Wells-St-Chicago-IL-60609/2139601981_zpid/,,0,Chicago,,
71,Multi Family,1885.0,Other,None,3 spaces,105000.0,,105000.0,8,3.0,3.0,4849-S-Justine-St-Chicago-IL-60609,https://www.zillow.com/homedetails/4849-S-Justine-St-Chicago-IL-60609/2118772118_zpid/,,0,Chicago,,
72,Single Family,1923.0,Forced air,Central,2 spaces,279000.0,145.0,279000.0,4,2.0,2.0,4814-W-Wrightwood-Ave-Chicago-IL-60639,https://www.zillow.com/homedetails/4814-W-Wrightwood-Ave-Chicago-IL-60639/3674397_zpid/,4094.0,0,Chicago,"['4,094', 'sqft']",1924.1379310344828
73,Condo,1952.0,Baseboard,Other,1 space,136000.0,227.0,136000.0,1,1.0,1.0,4980-N-Marine-Dr-APT-1231-Chicago-IL-60640,https://www.zillow.com/homedetails/4980-N-Marine-Dr-APT-1231-Chicago-IL-60640/62008932_zpid/,,0,Chicago,,599.1189427312776
74,Single Family,1993.0,"Forced air, Gas",Central,2 spaces,349900.0,294.0,349900.0,5,2.0,2.0,2110-N-Moody-Ave-Chicago-IL-60639,https://www.zillow.com/homedetails/2110-N-Moody-Ave-Chicago-IL-60639/3683250_zpid/,3746.0,0,Chicago,"['3,746', 'sqft']",1190.1360544217687
75,Condo,2008.0,"Forced air, Gas",Central,1 space,639900.0,427.0,639900.0,2,2.0,2.0,955-W-Monroe-St-UNIT-2D-Chicago-IL-60607,https://www.zillow.com/homedetails/955-W-Monroe-St-UNIT-2D-Chicago-IL-60607/89952012_zpid/,,0,Chicago,,1498.5948477751756
76,Condo,2020.0,Forced air,Central,1 space,825000.0,431.0,825000.0,3,3.0,2.0,2939-N-Clark-St-3S-Chicago-IL-60657,https://www.zillow.com/homedetails/2939-N-Clark-St-3S-Chicago-IL-60657/2077641572_zpid/,,1,Chicago,,1914.15313225058
77,Multi Family,1895.0,Gas,None,4 spaces,99900.0,,99900.0,8,2.0,2.0,4232-W-Gladys-Ave-Chicago-IL-60624,https://www.zillow.com/homedetails/4232-W-Gladys-Ave-Chicago-IL-60624/2101100530_zpid/,,0,Chicago,,
78,Single Family,1933.0,Baseboard,None,1 space,319000.0,70.0,319000.0,4,2.0,1.0,Chicago-IL-60634,https://www.zillow.com/homedetails/Chicago-IL-60634/2077641610_zpid/,4538.0,1,Chicago,"['4,538', 'sqft']",4557.142857142857
79,Condo,2008.0,Forced air,Central,1 space,679000.0,495.0,679000.0,2,2.0,2.0,600-N-Lake-Shore-Dr-APT-3502-Chicago-IL-60611,https://www.zillow.com/homedetails/600-N-Lake-Shore-Dr-APT-3502-Chicago-IL-60611/101354382_zpid/,,0,Chicago,,1371.7171717171718
80,Condo,1997.0,"Forced air, Gas",Central,1 space,269900.0,152.0,269900.0,3,2.0,2.0,2342-W-Harrison-St-APT-2-Chicago-IL-60612,https://www.zillow.com/homedetails/2342-W-Harrison-St-APT-2-Chicago-IL-60612/60270629_zpid/,,0,Chicago,,1775.657894736842
81,Single Family,1973.0,Gas,Central,2 spaces,159900.0,118.0,159900.0,5,2.0,1.0,11448-S-Davol-St-Chicago-IL-60643,https://www.zillow.com/homedetails/11448-S-Davol-St-Chicago-IL-60643/4148759_zpid/,3484.0,1,Chicago,"['3,484', 'sqft']",1355.084745762712
82,Single Family,1920.0,"Electric, Gas",Central,2 spaces,339900.0,441.0,339900.0,3,3.0,3.0,3510-N-Newcastle-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3510-N-Newcastle-Ave-Chicago-IL-60634/3656714_zpid/,3841.0,0,Chicago,"['3,841', 'sqft']",770.7482993197278
83,Single Family,2018.0,Gas,Central,2 spaces,825000.0,275.0,825000.0,4,4.0,3.0,2933-N-Spaulding-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/2933-N-Spaulding-Ave-Chicago-IL-60618/65558272_zpid/,3092.0,1,Chicago,"['3,092', 'sqft']",3000.0
84,Condo,,"Forced air, Gas",Central,42 spaces,1130000.0,613.0,1130000.0,3,3.0,2.0,1400-W-Monroe-St-7D-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-7D-Chicago-IL-60607/2077642345_zpid/,,1,Chicago,,1843.3931484502448
85,Condo,1998.0,Forced air,Central,1 space,399000.0,332.0,399000.0,3,3.0,2.0,1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647,https://www.zillow.com/homedetails/1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647/60200537_zpid/,,1,Chicago,,1201.8072289156626
86,Condo,,Forced air,Central,42 spaces,1150000.0,623.0,1150000.0,3,3.0,2.0,1400-W-Monroe-St-3B-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-3B-Chicago-IL-60607/2077642552_zpid/,,1,Chicago,,1845.9069020866773
87,Condo,2002.0,Forced air,Central,1 space,395000.0,316.0,395000.0,2,2.0,2.0,645-N-Kingsbury-St-APT-2308-Chicago-IL-60654,https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-2308-Chicago-IL-60654/63699867_zpid/,,0,Chicago,,1250.0
88,Multi Family,,Forced air,None,2 spaces,429000.0,,429000.0,5,3.0,3.0,5519-N-Major-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/5519-N-Major-Ave-Chicago-IL-60630/2136768688_zpid/,,0,Chicago,,
89,Condo,1970.0,Forced air,Central,2 spaces,849900.0,459.0,849900.0,2,2.0,2.0,1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610,https://www.zillow.com/homedetails/1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610/2077642729_zpid/,,0,Chicago,,1851.6339869281046
90,Multi Family,1920.0,Forced air,None,1 space,264900.0,265.0,264900.0,4,3.0,3.0,3125-W-42nd-St-Chicago-IL-60632,https://www.zillow.com/homedetails/3125-W-42nd-St-Chicago-IL-60632/2116496635_zpid/,,0,Chicago,,999.622641509434
91,Condo,2008.0,"Forced air, Gas",Central,1 space,584900.0,422.0,584900.0,2,2.0,2.0,100-E-14th-St-APT-2610-Chicago-IL-60605,https://www.zillow.com/homedetails/100-E-14th-St-APT-2610-Chicago-IL-60605/99358149_zpid/,,0,Chicago,,1386.0189573459716
92,Condo,2005.0,Forced air,Central,1 space,500000.0,,500000.0,3,3.0,2.0,1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647,https://www.zillow.com/homedetails/1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647/87715857_zpid/,,1,Chicago,,
93,Condo,1977.0,"Forced air, Gas",Central,1 space,250000.0,,250000.0,1,1.0,1.0,405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611,https://www.zillow.com/homedetails/405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611/3865057_zpid/,,0,Chicago,,
